0.707485	0.678907	0.173864	-0.0912279	-0.173864	-0.0912279	0.707485	-0.678907	
0.886404	0.247304	-0.166905	-0.353938	0.166905	-0.353938	0.886404	-0.247304	
0.582786	0.785915	0.0144136	-0.206131	-0.0144136	-0.206131	0.582786	-0.785915	
0.549318	0.824069	0.0361414	-0.133619	-0.0361414	-0.133619	0.549318	-0.824069
9.79058e-21	-0.0222225	-0.0207084	0.0856165	0.0207084	0.0856165	9.79058e-21	0.0222225	
-9.61087e-20	0.0263842	0.0958325	0.0443597	-0.0958325	0.0443597	-9.61087e-20	-0.0263842	
-1.28925e-19	0.0937967	-0.0958418	-0.199082	0.0958418	-0.199082	-1.28925e-19	-0.0937967	
-3.99262e-20	0.176007	0.0187374	-0.00294331	-0.0187374	-0.00294331	-3.99262e-20	-0.176007	
1.69656e-21	-0.0441986	0.0597898	-0.0215738	-0.0597898	-0.0215738	1.69656e-21	0.0441986	
4.52413e-20	0.0937953	0.133415	0.25392	-0.133415	0.25392	4.52413e-20	-0.0937953	
-4.67872e-20	-0.0155046	0.20871	0.159361	-0.20871	0.159361	-4.67872e-20	0.0155046	
4.12309e-21	-0.104226	0.118611	-0.0520308	-0.118611	-0.0520308	4.12309e-21	0.104226
2.2806e-20	0.125818	0.128515	-0.117766	-0.128515	-0.117766	2.2806e-20	-0.125818	
-1.40859e-20	0.0426445	0.0999995	-0.107722	-0.0999995	-0.107722	-1.40859e-20	-0.0426445	
-5.35802e-21	-0.0775369	0.112021	-0.0419134	-0.112021	-0.0419134	-5.35802e-21	0.0775369	
5.43878e-20	-0.0402502	0.180654	-0.226998	-0.180654	-0.226998	5.43878e-20	0.0402502	
9.39363e-20	-0.125787	-0.0979055	-0.181083	0.0979055	-0.181083	9.39363e-20	0.125787	
-2.96316e-20	0.272573	0.144572	0.139512	-0.144572	0.139512	-2.96316e-20	-0.272573	
4.28835e-20	0.249318	-0.0244887	0.0194977	0.0244887	0.0194977	4.28835e-20	-0.249318	
5.14566e-20	0.460675	-0.158915	-0.237921	0.158915	-0.237921	5.14566e-20	-0.460675	
6.80062e-21	0.0353312	0.000444619	-0.0879864	-0.000444619	-0.0879864	6.80062e-21	-0.0353312	
4.26375e-20	-0.0528324	0.180843	-0.106135	-0.180843	-0.106135	4.26375e-20	0.0528324	
5.75644e-21	0.136056	-0.0794253	-0.101265	0.0794253	-0.101265	5.75644e-21	-0.136056	
-2.15355e-20	-0.0439367	0.159143	-0.101289	-0.159143	-0.101289	-2.15355e-20	0.0439367	
-9.38029e-22	-0.0362152	0.135928	-0.145885	-0.135928	-0.145885	-9.38029e-22	0.0362152	
-8.8277e-20	0.0144178	-0.145966	0.0585987	0.145966	0.0585987	-8.8277e-20	-0.0144178	
-5.87785e-20	-0.015564	0.0163753	0.305664	-0.0163753	0.305664	-5.87785e-20	0.015564	
5.71172e-21	0.08605	-0.252594	-0.0754505	0.252594	-0.0754505	5.71172e-21	-0.08605	
3.12832e-20	0.037968	0.119652	-0.219392	-0.119652	-0.219392	3.12832e-20	-0.037968	
1.12767e-20	0.109049	0.0758723	-0.111262	-0.0758723	-0.111262	1.12767e-20	-0.109049	
-1.87787e-21	-0.122403	-0.137749	-0.0517633	0.137749	-0.0517633	-1.87787e-21	0.122403	
-2.23391e-20	-0.20546	0.259629	0.00273742	-0.259629	0.00273742	-2.23391e-20	0.20546	
-4.04701e-20	-0.0053097	-0.0561675	0.251267	0.0561675	0.251267	-4.04701e-20	0.0053097	
5.51213e-20	0.154841	0.172502	-0.00752254	-0.172502	-0.00752254	5.51213e-20	-0.154841	
-3.94806e-20	-0.0667668	-0.0243506	0.140354	0.0243506	0.140354	-3.94806e-20	0.0667668	
7.29042e-21	-0.109345	-0.164361	0.135392	0.164361	0.135392	7.29042e-21	0.109345	
-2.52952e-20	-0.029413	-0.00927966	0.0579384	0.00927966	0.0579384	-2.52952e-20	0.029413	
8.02701e-20	0.0278987	0.173943	-0.111578	-0.173943	-0.111578	8.02701e-20	-0.0278987	
5.20582e-21	0.130648	0.149132	-0.165626	-0.149132	-0.165626	5.20582e-21	-0.130648	
-5.43824e-20	0.109015	-0.0316941	0.0516596	0.0316941	0.0516596	-5.43824e-20	-0.109015	

